"retail_id","customer_id","items"
"536415",12838,"[""PACK OF 72 RETROSPOT CAKE CASES"",""VINTAGE SNAP CARDS"",""VINTAGE HEADS AND TAILS CARD GAME"",""SET 12 RETRO WHITE CHALK STICKS"",""PACK OF 60 MUSHROOM CAKE CASES"",""PACK OF 60 PINK PAISLEY CAKE CASES"",""PACK OF 12 PINK POLKADOT TISSUES"",""PAPER CHAIN KIT 50'S CHRISTMAS"",""PARTY CONE CHRISTMAS DECORATION"",""FELTCRAFT BUTTERFLY HEARTS"",""FELTCRAFT 6 FLOWER FRIENDS"",""RED STAR CARD HOLDER"",""BIRD DECORATION RED RETROSPOT"",""CHILDRENS APRON SPACEBOY DESIGN"",""HEART OF WICKER SMALL"",""HEART OF WICKER LARGE"",""TV DINNER TRAY DOLLY GIRL"",""MAGIC DRAWING SLATE GO TO THE FAIR"",""MAGIC DRAWING SLATE DOLLY GIRL"",""MAGIC DRAWING SLATE CIRCUS PARADE"",""MAGIC DRAWING SLATE SPACEBOY"",""PLASTERS IN TIN SPACEBOY"",""PLASTERS IN TIN WOODLAND ANIMALS"",""PLASTERS IN TIN VINTAGE PAISLEY"",""FELTCRAFT HAIRBANDS PINK AND WHITE"",""FELTCRAFT HAIRBAND PINK AND PURPLE"",""ADVENT CALENDAR GINGHAM SACK"",""FELTCRAFT HAIRBAND RED AND BLUE"",""CHRISTMAS GINGHAM STAR"",""CHRISTMAS GINGHAM TREE"",""CHRISTMAS GINGHAM HEART"",""PACK OF 12 LONDON TISSUES"",""HAND WARMER RED RETROSPOT"",""WICKER STAR"",""WICKER WREATH SMALL"",""RIBBON REEL MAKING SNOWMEN"",""RIBBON REEL SNOWY VILLAGE"",""RIBBON REEL CHRISTMAS SOCK BAUBLE"",""FELTCRAFT PRINCESS CHARLOTTE DOLL"",""FELTCRAFT PRINCESS LOLA DOLL"",""PURPLE DRAWERKNOB ACRYLIC EDWARDIAN"",""SET OF 6 T-LIGHTS TOADSTOOLS"",""HAND WARMER BABUSHKA DESIGN"",""HOT WATER BOTTLE BABUSHKA"",""HAND WARMER OWL DESIGN"",""HAND WARMER BIRD DESIGN"",""CHILDREN'S APRON DOLLY GIRL"",""SET 2 TEA TOWELS I LOVE LONDON"",""SET OF 20 VINTAGE CHRISTMAS NAPKINS"",""PAPER CHAIN KIT VINTAGE CHRISTMAS"",""FELTCRAFT CHRISTMAS FAIRY"",""CHRISTMAS LIGHTS 10 REINDEER"",""CHRISTMAS LIGHTS 10 SANTAS"",""60 CAKE CASES DOLLY GIRL DESIGN"",""60 CAKE CASES VINTAGE CHRISTMAS"",""JAM MAKING SET PRINTED"",""TURQUOISE CHRISTMAS TREE"",""CHARLIE + LOLA RED HOT WATER BOTTLE"",""URBAN BLACK RIBBONS""]"
"536416",13255,"[""ROTATING LEAVES T-LIGHT HOLDER"",""RED  HARMONICA IN BOX"",""TRIPLE PHOTO FRAME CORNICE"",""FAMILY PHOTO FRAME CORNICE"",""CUPCAKE LACE PAPER SET 6"",""WOODEN FRAME ANTIQUE WHITE""]"
"536420",16583,"[""GIRLS VINTAGE TIN SEASIDE BUCKET"",""BOYS VINTAGE TIN SEASIDE BUCKET"",""RED METAL BEACH SPADE"",""WOODEN BOX OF DOMINOES"",""S/6 WOODEN SKITTLES IN COTTON BAG"",""TRADITIONAL WOODEN SKIPPING ROPE"",""TRADITIONAL WOODEN CATCH CUP GAME"",""BIRD HOUSE HOT WATER BOTTLE"",""SCOTTIE DOG HOT WATER BOTTLE"",""GREY HEART HOT WATER BOTTLE"",""METAL SIGN EMPIRE TEA"",""KINGS CHOICE BISCUIT TIN"",""KINGS CHOICE TEA CADDY"",""HOMEMADE JAM SCENTED CANDLES""]"
"536423",18085,"[""WHITE SKULL HOT WATER BOTTLE"",""FAWN BLUE HOT WATER BOTTLE"",""RETROSPOT HEART HOT WATER BOTTLE"",""SCOTTIE DOG HOT WATER BOTTLE"",""GREY HEART HOT WATER BOTTLE"",""SET OF 6 SOLDIER SKITTLES"",""HAND WARMER RED RETROSPOT"",""HOT WATER BOTTLE BABUSHKA"",""RED WOOLLY HOTTIE WHITE HEART.""]"
"536425",13758,"[""GINGHAM HEART  DOORSTOP RED"",""CERAMIC STRAWBERRY MONEY BOX"",""SILK PURSE BABUSHKA PINK"",""SILK PURSE BABUSHKA RED"",""DOORSTOP RETROSPOT HEART"",""RETROSPOT BABUSHKA DOORSTOP"",""PACK OF 6 BIRDY GIFT TAGS"",""PIGGY BANK RETROSPOT"",""CERAMIC CHERRY CAKE MONEY BANK"",""CERAMIC HEART FAIRY CAKE MONEY BANK"",""CERAMIC STRAWBERRY CAKE MONEY BANK"",""CERAMIC PIRATE CHEST MONEY BANK"",""FAMILY PHOTO FRAME CORNICE"",""SWEETHEART WIRE WALL TIDY"",""HOT WATER BOTTLE BABUSHKA"",""JAM MAKING SET PRINTED"",""CHILLI LIGHTS""]"
"536437",13694,"[""NAMASTE SWAGAT INCENSE"",""RED RETROSPOT OVEN GLOVE"",""CERAMIC STRAWBERRY DESIGN MUG"",""BLACK HEART CARD HOLDER"",""CREAM HEART CARD HOLDER"",""CLASSICAL ROSE SMALL VASE""]"
"536446",15983,"[""COLOURING PENCILS BROWN TUBE"",""SMALL CHINESE STYLE SCISSOR"",""LARGE CHINESE STYLE SCISSOR"",""BLUE PAISLEY NOTEBOOK"",""GREEN FERN NOTEBOOK"",""CHRYSANTHEMUM NOTEBOOK"",""RETROSPOT CHILDRENS APRON"",""RETROSPOT CHILDRENS APRON"",""KINGS CHOICE GIANT TUBE MATCHES"",""COSY HOUR GIANT TUBE MATCHES"",""COSY HOUR CIGAR BOX MATCHES"",""HANGING GLASS ETCHED TEALIGHT"",""HANGING GLASS ETCHED TEALIGHT"",""S/6 WOODEN SKITTLES IN COTTON BAG"",""TRADITIONAL WOODEN SKIPPING ROPE"",""CHRISTMAS CRAFT WHITE FAIRY"",""CHRISTMAS CRAFT LITTLE FRIENDS"",""PLACE SETTING WHITE STAR"",""HEART FILIGREE DOVE  SMALL"",""HEART FILIGREE DOVE  SMALL"",""RED TEA TOWEL CLASSIC DESIGN"",""COOKING SET RETROSPOT"",""SET OF 6 SOLDIER SKITTLES"",""4 TRADITIONAL SPINNING TOPS"",""ROTATING SILVER ANGELS T-LIGHT HLDR"",""S/15 SILVER GLASS BAUBLES IN BAG"",""ZINC METAL HEART DECORATION"",""HYACINTH BULB T-LIGHT CANDLES"",""HYACINTH BULB T-LIGHT CANDLES"",""4 IVORY DINNER CANDLES SILVER FLOCK"",""BLUE NEW BAROQUE CANDLESTICK CANDLE"",""BLACK LOVE BIRD CANDLE""]"
"536460",14849,"[""SET/10 RED POLKADOT PARTY CANDLES"",""VICTORIAN SEWING BOX MEDIUM"",""VICTORIAN SEWING BOX SMALL"",""CHICK GREY HOT WATER BOTTLE"",""RETROSPOT HEART HOT WATER BOTTLE"",""KINGS CHOICE GIANT TUBE MATCHES"",""PACK OF 60 PINK PAISLEY CAKE CASES"",""FRENCH WC SIGN BLUE METAL"",""BLUE GIANT GARDEN THERMOMETER"",""IVORY GIANT GARDEN THERMOMETER"",""GREEN GIANT GARDEN THERMOMETER"",""ASSORTED COLOUR BIRD ORNAMENT"",""72 SWEETHEART FAIRY CAKE CASES"",""FAIRY SOAP SOAP HOLDER""]"
"536463",14849,"[""WASHROOM METAL SIGN""]"
"536464",17968,"[""MINI FUNKY DESIGN TAPES"",""BLUE ROSE FABRIC MIRROR"",""SET/9 CHRISTMAS T-LIGHTS SCENTED"",""SET/10 RED POLKADOT PARTY CANDLES"",""SET/10 PINK POLKADOT PARTY CANDLES"",""SET/10 BLUE POLKADOT PARTY CANDLES"",""PACK OF 72 RETROSPOT CAKE CASES"",""PACK OF 72 RETROSPOT CAKE CASES"",""FIRST AID TIN"",""SKULLS WRITING SET"",""BALLOONS  WRITING SET"",""DINOSAURS  WRITING SET"",""RETROSPOT SMALL TUBE MATCHES"",""COSY SLIPPER SHOES SMALL  RED"",""HEART T-LIGHT HOLDER"",""HEART T-LIGHT HOLDER"",""STAR  T-LIGHT HOLDER"",""STAR  T-LIGHT HOLDER"",""CHRISTMAS TREE T-LIGHT HOLDER"",""PACK OF 60 PINK PAISLEY CAKE CASES"",""PACK OF 12 RED RETROSPOT TISSUES"",""PACK OF 12 HEARTS DESIGN TISSUES"",""VINTAGE PAISLEY STATIONERY SET"",""VINTAGE PAISLEY STATIONERY SET"",""RIBBON REEL STRIPES DESIGN"",""PAPER CHAIN KIT 50'S CHRISTMAS"",""SMALL POPCORN HOLDER"",""SMALL POPCORN HOLDER"",""HEART FILIGREE DOVE  SMALL"",""HEART FILIGREE DOVE LARGE"",""HEART IVORY TRELLIS SMALL"",""OFFICE MUG WARMER POLKADOT"",""RETROSPOT PARTY BAG + STICKER SET"",""JUMBO BAG PINK POLKADOT"",""GROW YOUR OWN BASIL IN ENAMEL MUG"",""SET OF 2 TINS JARDIN DE PROVENCE"",""PLASTERS IN TIN VINTAGE PAISLEY"",""CLOTHES PEGS RETROSPOT PACK 24"",""STAR WOODEN CHRISTMAS DECORATION"",""WOODEN HEART CHRISTMAS SCANDINAVIAN"",""PACK OF 6 SWEETIE GIFT BOXES"",""PACK OF 6 BIRDY GIFT TAGS"",""CHRISTMAS RETROSPOT TREE WOOD"",""SET OF 6 SOLDIER SKITTLES"",""JUMBO BAG DOLLY GIRL DESIGN"",""3D CHRISTMAS STAMPS STICKERS"",""RIBBON REEL SOCKS AND MITTENS"",""RIBBON REEL CHRISTMAS PRESENT"",""MAKE YOUR OWN PLAYTIME CARD KIT"",""MAKE YOUR OWN MONSOON CARD KIT"",""SET OF 3 NOTEBOOKS IN PARCEL"",""SET OF 6 T-LIGHTS SANTA"",""SET OF 6 T-LIGHTS SNOWMEN"",""PACK 3 BOXES CHRISTMAS PANNETONE"",""PACK 3 BOXES BIRD PANNETONE"",""HAND WARMER SCOTTY DOG DESIGN"",""HAND WARMER SCOTTY DOG DESIGN"",""HAND WARMER SCOTTY DOG DESIGN"",""HAND WARMER SCOTTY DOG DESIGN"",""PAPER CHAIN KIT VINTAGE CHRISTMAS"",""CHRISTMAS METAL TAGS ASSORTED"",""CHRISTMAS METAL TAGS ASSORTED"",""60 CAKE CASES VINTAGE CHRISTMAS"",""36 FOIL HEART CAKE CASES"",""JAM MAKING SET WITH JARS"",""SOLDIERS EGG CUP"",""CHRISTMAS DECOUPAGE CANDLE"",""ASSORTED COLOUR BIRD ORNAMENT"",""THREE CANVAS LUGGAGE TAGS"",""SWIRLY CIRCULAR RUBBERS IN BAG"",""DOORMAT BLACK FLOCK"",""JUMBO BAG RED RETROSPOT"",""JUMBO  BAG BAROQUE BLACK WHITE"",""CINAMMON SET OF 9 T-LIGHTS"",""CINAMMON SET OF 9 T-LIGHTS"",""ORANGE SCENTED SET/9 T-LIGHTS"",""ORANGE SCENTED SET/9 T-LIGHTS"",""DIAMANTE HAIR GRIP PACK/2 BLACK DIA"",""DIAMANTE HAIR GRIP PACK/2 MONTANA"",""DIAMANTE HAIR GRIP PACK/2 RUBY"",""BLACK DIAMANTE EXPANDABLE RING"",""PURPLE SWEETHEART BRACELET"",""BLACK SWEETHEART BRACELET"",""BLUE SWEETHEART BRACELET"",""PINK SWEETHEART BRACELET""]"
"536466",14849,"[""JAM MAKING SET WITH JARS"",""JAM MAKING SET PRINTED""]"
"536477",16210,"[""36 PENCILS TUBE WOODLAND"",""36 PENCILS TUBE RED RETROSPOT"",""BLACK RECORD COVER FRAME"",""SMALL GLASS HEART TRINKET POT"",""RECORD FRAME 7\"" SINGLE SIZE"",""JUMBO SHOPPER VINTAGE RED PAISLEY"",""REGENCY CAKESTAND 3 TIER"",""ROCKING HORSE RED CHRISTMAS"",""CHRISTMAS GINGHAM STAR"",""CHRISTMAS GINGHAM HEART"",""SET OF 6 SOLDIER SKITTLES"",""HAND WARMER RED RETROSPOT"",""HAND WARMER UNION JACK"",""RED WOOLLY HOTTIE WHITE HEART.""]"
"536488",17897,"[""SET/9 CHRISTMAS T-LIGHTS SCENTED"",""REX CASH+CARRY JUMBO SHOPPER"",""PINK HEARTS PAPER GARLAND"",""MIRRORED WALL ART GENTS"",""MIRRORED WALL ART FOXY"",""SAVE THE PLANET COTTON TOTE BAG"",""RETROSPOT CIGAR BOX MATCHES"",""VINTAGE UNION JACK BUNTING"",""POTTING SHED SEED ENVELOPES"",""POTTING SHED SOW 'N' GROW SET"",""RIBBON REEL STRIPES DESIGN"",""PAPER BUNTING WHITE LACE"",""CHRISTMAS CRAFT LITTLE FRIENDS"",""CHRISTMAS CRAFT LITTLE FRIENDS"",""FELTCRAFT 6 FLOWER FRIENDS"",""3 STRIPEY MICE FELTCRAFT"",""AIRLINE BAG VINTAGE WORLD CHAMPION"",""AIRLINE BAG VINTAGE JET SET WHITE"",""BABUSHKA LIGHTS STRING OF 10"",""GENTLEMAN SHIRT REPAIR KIT"",""CARD I LOVE LONDON"",""RIBBON REEL SNOWY VILLAGE"",""HAND WARMER BIRD DESIGN"",""SET OF 20 VINTAGE CHRISTMAS NAPKINS"",""PAPER CHAIN KIT VINTAGE CHRISTMAS"",""FELTCRAFT CHRISTMAS FAIRY"",""JAM MAKING SET WITH JARS"",""JAM MAKING SET PRINTED"",""HI TEC ALPINE HAND WARMER"",""HI TEC ALPINE HAND WARMER"",""ROTATING SILVER ANGELS T-LIGHT HLDR"",""ROTATING SILVER ANGELS T-LIGHT HLDR"",""ROTATING SILVER ANGELS T-LIGHT HLDR"",""RETRO LONGBOARD IRONING BOARD COVER"",""3D DOG PICTURE PLAYING CARDS""]"
"536500",17377,"[""SET/2 RED RETROSPOT TEA TOWELS"",""RED WHITE SCARF  HOT WATER BOTTLE"",""VINTAGE UNION JACK CUSHION COVER"",""HOME BUILDING BLOCK WORD"",""LOVE BUILDING BLOCK WORD"",""RAINY LADIES BIRTHDAY CARD"",""GREY HEART HOT WATER BOTTLE"",""PACK OF 12 LONDON TISSUES"",""DOLLY GIRL LUNCH BOX"",""CARD DOLLY GIRL"",""SET OF 2 TEA TOWELS APPLE AND PEARS"",""SET 2 TEA TOWELS I LOVE LONDON"",""CARD BILLBOARD FONT"",""POLYESTER FILLER PAD 45x45cm"",""RED WOOLLY HOTTIE WHITE HEART.""]"
"536502",16552,"[""BLUE BIRDHOUSE DECORATION"",""REGENCY CAKESTAND 3 TIER"",""LANTERN CREAM GAZEBO"",""ASSORTED COLOUR BIRD ORNAMENT"",""WHITE HANGING HEART T-LIGHT HOLDER""]"
"536508",17181,"[""AGED GLASS SILVER T-LIGHT HOLDER"",""ANTIQUE SILVER TEA GLASS ENGRAVED""]"
"536514",17951,"[""SET OF 2 WOODEN MARKET CRATES"",""HAND WARMER UNION JACK"",""SET OF 6 T-LIGHTS TOADSTOOLS"",""HAND WARMER OWL DESIGN"",""HAND WARMER SCOTTY DOG DESIGN""]"
"536520",14729,"[""CRAZY DAISY HEART DECORATION"",""GIN + TONIC DIET METAL SIGN"",""SMALL STRIPES CHOCOLATE GIFT BAG"",""PINK HEART DOTS HOT WATER BOTTLE"",""RETROSPOT SMALL TUBE MATCHES"",""RETROSPOT GIANT TUBE MATCHES"",""CLASSIC FRENCH STYLE BASKET NATURAL"",""WHITE CHRISTMAS GARLAND STARS TREES"",""PINK UNION JACK  LUGGAGE TAG"",""S/6 WOODEN SKITTLES IN COTTON BAG"",""BLUE PAISLEY TISSUE BOX"",""PINK PAISLEY SQUARE TISSUE BOX"",""CARAVAN SQUARE TISSUE BOX"",""SKULLS SQUARE TISSUE BOX"",""PIZZA PLATE IN BOX"",""PLACE SETTING WHITE HEART"",""PLACE SETTING WHITE STAR"",""SMALL POPCORN HOLDER"",""GARLAND WOODEN HAPPY EASTER"",""GROW YOUR OWN BASIL IN ENAMEL MUG"",""HEART OF WICKER SMALL"",""HEART OF WICKER LARGE"",""PLASTERS IN TIN SPACEBOY"",""PLASTERS IN TIN SKULLS"",""PLASTERS IN TIN VINTAGE PAISLEY"",""METAL MERRY CHRISTMAS WREATH"",""PACK OF 6 SWEETIE GIFT BOXES"",""PACK OF 6 HANDBAG GIFT BOXES"",""PACK OF 6 HANDBAG GIFT BOXES"",""CARD HOLDER GINGHAM HEART"",""SET OF 4 NAPKIN CHARMS CUTLERY"",""HAND WARMER RED RETROSPOT"",""HAND WARMER UNION JACK"",""SET OF 4 NAPKIN CHARMS STARS"",""SET OF 4 NAPKIN CHARMS LEAVES"",""BUTTON BOX"",""FRENCH WC SIGN BLUE METAL"",""SMALL RED BABUSHKA NOTEBOOK"",""TRAY, BREAKFAST IN BED"",""PACK 3 BOXES CHRISTMAS PANNETONE"",""CALENDAR PAPER CUT DESIGN"",""CALENDAR IN SEASON DESIGN"",""12 MESSAGE CARDS WITH ENVELOPES"",""HERB MARKER THYME"",""HERB MARKER ROSEMARY"",""HERB MARKER PARSLEY"",""HERB MARKER MINT"",""HERB MARKER BASIL"",""HERB MARKER CHIVES"",""IVORY GIANT GARDEN THERMOMETER"",""CUPCAKE LACE PAPER SET 6"",""36 FOIL STAR CAKE CASES"",""36 FOIL HEART CAKE CASES"",""WHITE HANGING HEART T-LIGHT HOLDER""]"